subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,is_churned,is_active,account_name,industry,country,signup_date,referral_source,tenure_days,tenure_months,month,total_usage_events,total_usage_time,total_errors
S-8d516f,A-d535f6,2024-09-29,,Enterprise,12,2388,28656,False,False,False,False,monthly,True,0,1,Company_421,DevTools,US,2024-09-03,organic,487,16.2,2024-09,22.0,4842.0,2.0
S-34a131,A-2e4581,2024-11-29,,Enterprise,9,1791,21492,False,False,False,False,annual,False,0,1,Company_0,EdTech,US,2024-10-16,partner,426,14.2,2024-11,41.0,12772.0,6.0
S-ee4c5c,A-5b1bcd,2023-10-28,,Enterprise,73,14527,174324,False,False,False,False,annual,True,0,1,Company_166,DevTools,US,2023-09-16,organic,824,27.5,2023-10,85.0,22969.0,11.0
S-9781fe,A-40de06,2023-09-21,2024-12-23,Pro,28,1372,16464,False,False,False,True,annual,True,1,0,Company_369,Cybersecurity,US,2023-05-08,event,459,15.3,2023-09,55.0,21278.0,4.0
S-527d18,A-5b1bcd,2023-10-15,,Enterprise,73,14527,174324,False,False,False,False,monthly,True,0,1,Company_166,DevTools,US,2023-09-16,organic,837,27.9,2023-10,68.0,24381.0,3.0
S-060019,A-d535f6,2024-10-18,,Basic,19,0,0,True,False,True,False,annual,True,0,1,Company_421,DevTools,US,2024-09-03,organic,468,15.6,2024-10,50.0,10135.0,7.0
S-bc2ca5,A-7988d1,2024-04-29,,Basic,33,627,7524,False,False,False,False,monthly,True,0,1,Company_90,Cybersecurity,US,2023-12-20,other,640,21.3,2024-04,59.0,15057.0,2.0
S-abdeb7,A-40de06,2024-06-02,,Enterprise,28,0,0,True,False,False,False,annual,True,0,1,Company_369,Cybersecurity,US,2023-05-08,event,606,20.2,2024-06,7.0,4060.0,0.0
S-d55d8a,A-dec005,2024-08-28,,Enterprise,21,4179,50148,False,False,False,False,monthly,True,0,1,Company_445,HealthTech,US,2023-10-13,partner,519,17.3,2024-08,37.0,3984.0,1.0
S-99aaa4,A-f6b2fb,2024-08-14,,Basic,23,437,5244,False,True,False,False,annual,True,0,1,Company_418,DevTools,AU,2024-04-23,event,533,17.8,2024-08,46.0,18729.0,1.0
S-cb117a,A-671f31,2024-12-07,,Enterprise,59,11741,140892,False,False,False,False,annual,True,0,1,Company_137,DevTools,US,2024-11-24,ads,418,13.9,2024-12,53.0,15443.0,5.0
S-e5fdf9,A-9208f0,2024-08-09,,Basic,17,0,0,True,False,False,False,annual,True,0,1,Company_79,EdTech,US,2023-05-11,organic,538,17.9,2024-08,25.0,6534.0,3.0
S-455183,A-22d9d2,2024-06-05,,Pro,8,392,4704,False,False,False,False,monthly,True,0,1,Company_188,DevTools,FR,2024-03-22,event,603,20.1,2024-06,88.0,29226.0,2.0
S-57bdc2,A-c70870,2024-11-14,,Pro,31,0,0,True,False,False,False,monthly,True,0,1,Company_253,Cybersecurity,US,2024-10-22,partner,441,14.7,2024-11,57.0,15211.0,3.0
S-96b8d5,A-659280,2024-02-15,,Basic,20,380,4560,False,False,False,False,annual,False,0,1,Company_417,FinTech,IN,2023-11-17,event,714,23.8,2024-02,32.0,8170.0,7.0
S-bc7cab,A-cc8c8f,2024-12-19,,Basic,48,0,0,True,False,True,False,annual,True,0,1,Company_482,DevTools,US,2024-06-16,ads,406,13.5,2024-12,48.0,9685.0,4.0
S-751802,A-592832,2024-11-03,,Basic,18,342,4104,False,False,False,False,monthly,True,0,1,Company_10,Cybersecurity,US,2024-09-25,organic,452,15.1,2024-11,0.0,0.0,0.0
S-2e2d6c,A-f6b2fb,2024-08-01,,Enterprise,24,4776,57312,False,False,False,False,monthly,True,0,1,Company_418,DevTools,AU,2024-04-23,event,546,18.2,2024-08,20.0,5080.0,0.0
S-90a2c8,A-44dc83,2024-06-17,,Basic,24,456,5472,False,False,False,False,annual,True,0,1,Company_35,EdTech,FR,2024-05-12,other,591,19.7,2024-06,89.0,31970.0,4.0
S-08fc73,A-7df7a7,2024-05-07,,Enterprise,7,1393,16716,False,False,False,False,annual,True,0,1,Company_125,DevTools,US,2023-01-28,organic,632,21.1,2024-05,124.0,29032.0,6.0
S-89e27e,A-94f8c9,2024-12-23,,Basic,13,247,2964,False,False,True,False,monthly,True,0,1,Company_51,HealthTech,US,2024-03-29,other,402,13.4,2024-12,57.0,10702.0,8.0
S-e4df5d,A-65c341,2024-02-15,,Pro,17,833,9996,False,False,False,False,annual,True,0,1,Company_308,FinTech,US,2023-12-26,ads,714,23.8,2024-02,33.0,14085.0,1.0
S-73d0eb,A-592832,2024-10-09,,Basic,60,1140,13680,False,False,False,False,monthly,True,0,1,Company_10,Cybersecurity,US,2024-09-25,organic,477,15.9,2024-10,75.0,34384.0,4.0
S-cb38be,A-f92792,2024-09-05,,Basic,2,38,456,False,False,True,False,annual,True,0,1,Company_67,FinTech,US,2024-07-04,ads,511,17.0,2024-09,40.0,14463.0,4.0
S-415065,A-9174e0,2024-12-24,,Enterprise,37,7363,88356,False,False,False,False,monthly,True,0,1,Company_73,Cybersecurity,US,2024-12-04,partner,401,13.4,2024-12,29.0,6443.0,0.0
S-0e1d53,A-016043,2024-08-02,,Basic,6,114,1368,False,False,False,False,annual,False,0,1,Company_405,EdTech,CA,2024-07-31,organic,545,18.2,2024-08,41.0,9520.0,0.0
S-20a297,A-34ea2f,2024-09-05,,Basic,8,152,1824,False,False,False,False,monthly,True,0,1,Company_436,HealthTech,US,2024-08-15,organic,511,17.0,2024-09,41.0,14329.0,3.0
S-bf424e,A-8b0451,2024-12-22,,Enterprise,41,8159,97908,False,False,False,False,annual,True,0,1,Company_245,FinTech,UK,2024-09-16,event,403,13.4,2024-12,41.0,11746.0,1.0
S-0b80b4,A-659280,2024-02-08,,Pro,47,2303,27636,False,True,False,False,annual,True,0,1,Company_417,FinTech,IN,2023-11-17,event,721,24.0,2024-02,37.0,6023.0,4.0
S-c5cfb0,A-8b0451,2024-10-05,,Basic,41,0,0,True,False,False,False,monthly,False,0,1,Company_245,FinTech,UK,2024-09-16,event,481,16.0,2024-10,97.0,23491.0,11.0
S-f4a4c8,A-c37cab,2024-10-05,2024-12-13,Enterprise,98,19502,234024,False,True,False,True,monthly,True,1,0,Company_278,Cybersecurity,UK,2024-07-29,event,69,2.3,2024-10,39.0,8400.0,7.0
S-16a545,A-592832,2024-09-30,,Basic,35,665,7980,False,False,False,False,annual,True,0,1,Company_10,Cybersecurity,US,2024-09-25,organic,486,16.2,2024-09,64.0,25509.0,3.0
S-f95951,A-02fac6,2024-09-10,,Pro,22,1078,12936,False,False,False,False,monthly,True,0,1,Company_52,FinTech,US,2023-04-06,event,506,16.9,2024-09,36.0,5937.0,10.0
S-1e349b,A-2e4581,2024-11-13,,Basic,102,1938,23256,False,False,False,False,monthly,True,0,1,Company_0,EdTech,US,2024-10-16,partner,442,14.7,2024-11,66.0,23501.0,0.0
S-d660d6,A-cab532,2024-05-01,,Basic,33,627,7524,False,False,True,False,annual,True,0,1,Company_218,DevTools,FR,2023-04-03,organic,638,21.3,2024-05,56.0,7167.0,4.0
S-1bb4f4,A-6843f2,2024-12-19,,Basic,21,399,4788,False,False,False,False,annual,True,0,1,Company_335,HealthTech,CA,2024-12-10,ads,406,13.5,2024-12,54.0,15033.0,2.0
S-c43200,A-94c3cd,2024-12-15,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,0,1,Company_351,FinTech,CA,2023-09-20,other,410,13.7,2024-12,50.0,16098.0,0.0
S-1da72c,A-4bfa33,2024-12-12,,Basic,20,380,4560,False,False,False,False,monthly,True,0,1,Company_251,Cybersecurity,US,2024-12-07,event,413,13.8,2024-12,95.0,23238.0,3.0
S-9e15d0,A-02fac6,2024-01-19,,Pro,22,1078,12936,False,False,False,False,monthly,True,0,1,Company_52,FinTech,US,2023-04-06,event,741,24.7,2024-01,23.0,2172.0,0.0
S-9e7060,A-c62e55,2024-01-15,,Basic,10,190,2280,False,False,False,False,annual,False,0,1,Company_315,EdTech,US,2023-02-08,partner,745,24.8,2024-01,31.0,10961.0,3.0
S-15a8c0,A-700ade,2024-12-29,,Basic,50,950,11400,False,False,False,False,monthly,False,0,1,Company_472,Cybersecurity,UK,2024-10-31,organic,396,13.2,2024-12,19.0,4876.0,0.0
S-27ab7f,A-dcc2f0,2023-12-23,,Basic,25,475,5700,False,False,False,False,annual,True,0,1,Company_309,FinTech,UK,2023-07-22,organic,768,25.6,2023-12,51.0,8917.0,0.0
S-bedd26,A-20736a,2024-09-03,,Enterprise,50,9950,119400,False,False,False,False,monthly,True,0,1,Company_271,EdTech,IN,2024-03-16,organic,513,17.1,2024-09,87.0,24222.0,5.0
S-1319ac,A-e3bd71,2024-06-02,,Basic,91,1729,20748,False,False,False,False,annual,True,0,1,Company_347,Cybersecurity,US,2023-03-25,partner,606,20.2,2024-06,53.0,19076.0,5.0
S-abd9be,A-2b9d3e,2024-03-23,,Pro,18,882,10584,False,True,False,False,monthly,True,0,1,Company_319,EdTech,US,2023-06-04,partner,677,22.6,2024-03,13.0,6356.0,2.0
S-56ed05,A-bbc346,2024-12-24,,Pro,19,0,0,True,False,True,False,annual,True,0,1,Company_138,FinTech,US,2024-08-29,partner,401,13.4,2024-12,83.0,23461.0,10.0
S-d20d7c,A-970c97,2024-07-14,,Enterprise,28,5572,66864,False,False,False,False,monthly,False,0,1,Company_477,HealthTech,DE,2024-03-01,other,564,18.8,2024-07,40.0,7373.0,4.0
S-da4a98,A-d4e0d4,2024-10-18,,Basic,117,2223,26676,False,False,False,False,monthly,True,0,1,Company_403,FinTech,US,2024-10-18,other,468,15.6,2024-10,84.0,26131.0,6.0
S-4a90fd,A-d27f50,2024-08-26,,Pro,44,2156,25872,False,False,False,False,annual,False,0,1,Company_163,Cybersecurity,UK,2024-07-20,ads,521,17.4,2024-08,39.0,16696.0,2.0
S-cd4d67,A-40de06,2024-09-08,,Basic,28,532,6384,False,True,False,False,monthly,True,0,1,Company_369,Cybersecurity,US,2023-05-08,event,508,16.9,2024-09,97.0,22494.0,2.0
S-d6cffe,A-e7a1e2,2024-10-10,,Enterprise,6,0,0,True,False,False,False,annual,True,0,1,Company_295,Cybersecurity,US,2024-06-23,event,476,15.9,2024-10,81.0,27735.0,4.0
S-53bced,A-a1bbb6,2023-07-06,2023-11-13,Pro,5,245,2940,False,False,False,True,monthly,False,1,0,Company_74,DevTools,CA,2023-04-05,organic,130,4.3,2023-07,26.0,8312.0,0.0
S-772ef0,A-c7ffc2,2024-02-25,,Pro,30,1470,17640,False,False,False,False,annual,True,0,1,Company_392,Cybersecurity,US,2023-01-27,partner,704,23.5,2024-02,99.0,32007.0,6.0
S-f4059b,A-c70870,2024-12-15,,Pro,43,0,0,True,True,False,False,annual,True,0,1,Company_253,Cybersecurity,US,2024-10-22,partner,410,13.7,2024-12,71.0,28319.0,5.0
S-71827b,A-65c341,2024-11-15,2024-11-23,Pro,39,1911,22932,False,False,False,True,monthly,True,1,0,Company_308,FinTech,US,2023-12-26,ads,8,0.3,2024-11,32.0,9334.0,0.0
S-063586,A-13466a,2024-05-23,2024-09-27,Enterprise,22,4378,52536,False,False,False,True,annual,True,1,0,Company_196,DevTools,AU,2023-10-22,event,127,4.2,2024-05,39.0,3343.0,0.0
S-478ae9,A-e4bf56,2024-11-26,,Pro,35,1715,20580,False,False,True,False,monthly,False,0,1,Company_272,HealthTech,IN,2024-10-28,ads,429,14.3,2024-11,32.0,7114.0,4.0
S-018501,A-a865bd,2024-09-19,,Pro,56,2744,32928,False,False,False,False,monthly,False,0,1,Company_297,Cybersecurity,US,2023-09-19,organic,497,16.6,2024-09,62.0,16314.0,3.0
S-7536e5,A-3f9cc0,2024-06-25,,Basic,22,418,5016,False,False,False,False,annual,True,0,1,Company_359,HealthTech,US,2024-06-03,event,583,19.4,2024-06,37.0,12220.0,3.0
S-c80ac4,A-43a9e3,2023-11-29,,Basic,18,342,4104,False,False,False,False,annual,True,0,1,Company_1,FinTech,IN,2023-08-17,other,792,26.4,2023-11,21.0,5082.0,0.0
S-9f4914,A-417d2f,2024-10-31,,Basic,37,703,8436,False,False,False,False,monthly,True,0,1,Company_285,Cybersecurity,IN,2023-07-04,partner,455,15.2,2024-10,17.0,1928.0,1.0
S-67c2c9,A-396e5f,2024-11-15,,Pro,7,343,4116,False,False,False,False,monthly,True,0,1,Company_30,Cybersecurity,CA,2024-10-02,other,440,14.7,2024-11,67.0,20638.0,3.0
S-5eeb46,A-37f969,2024-06-05,,Basic,30,570,6840,False,False,False,False,annual,True,0,1,Company_150,HealthTech,IN,2023-10-14,partner,603,20.1,2024-06,77.0,23456.0,4.0
S-e71f4a,A-5a184f,2024-01-20,,Basic,7,133,1596,False,False,False,False,monthly,True,0,1,Company_124,DevTools,DE,2023-06-19,other,740,24.7,2024-01,57.0,22697.0,4.0
S-812c7c,A-f5641b,2024-06-08,,Basic,31,0,0,True,False,False,False,monthly,False,0,1,Company_382,EdTech,US,2024-03-30,other,600,20.0,2024-06,34.0,10736.0,2.0
S-18356d,A-779e4e,2023-01-28,,Enterprise,18,3582,42984,False,True,False,False,annual,True,0,1,Company_193,HealthTech,US,2023-01-02,organic,1097,36.6,2023-01,23.0,8686.0,3.0
S-23a6c5,A-dfbd31,2023-12-31,,Enterprise,24,0,0,True,False,False,False,monthly,True,0,1,Company_190,DevTools,UK,2023-12-04,partner,760,25.3,2023-12,36.0,6964.0,0.0
S-934bd4,A-ccc747,2024-11-04,,Basic,16,304,3648,False,False,False,False,annual,True,0,1,Company_339,HealthTech,FR,2024-01-12,event,451,15.0,2024-11,77.0,23337.0,6.0
S-695606,A-0f3e88,2023-12-31,,Basic,16,304,3648,False,False,False,False,monthly,True,0,1,Company_428,HealthTech,US,2023-07-23,other,760,25.3,2023-12,62.0,19261.0,3.0
S-c59d50,A-7a0d69,2024-07-21,,Basic,40,0,0,True,False,False,False,monthly,False,0,1,Company_187,DevTools,DE,2024-06-15,ads,557,18.6,2024-07,53.0,18192.0,0.0
S-009027,A-1b7577,2024-10-28,,Enterprise,9,1791,21492,False,False,False,False,annual,True,0,1,Company_39,Cybersecurity,US,2024-10-27,other,458,15.3,2024-10,54.0,19903.0,1.0
S-f6f97e,A-02cd81,2024-06-29,2024-08-03,Pro,44,2156,25872,False,False,False,True,annual,True,1,0,Company_76,HealthTech,IN,2024-03-28,other,35,1.2,2024-06,66.0,23622.0,2.0
S-8b3e35,A-e693b6,2024-07-19,,Enterprise,55,0,0,True,False,False,False,annual,True,0,1,Company_240,FinTech,AU,2023-05-25,event,559,18.6,2024-07,67.0,20737.0,4.0
S-d1201a,A-b2af2e,2024-08-27,,Pro,18,882,10584,False,False,False,False,monthly,False,0,1,Company_227,Cybersecurity,UK,2024-08-24,event,520,17.3,2024-08,71.0,21747.0,3.0
S-c7c366,A-9208f0,2023-07-11,,Enterprise,38,0,0,True,False,False,False,monthly,True,0,1,Company_79,EdTech,US,2023-05-11,organic,933,31.1,2023-07,50.0,22591.0,2.0
S-c1d6cf,A-dcc2f0,2024-01-15,,Enterprise,16,3184,38208,False,False,False,False,monthly,True,0,1,Company_309,FinTech,UK,2023-07-22,organic,745,24.8,2024-01,55.0,24951.0,1.0
S-ba672b,A-1b9609,2024-05-01,,Pro,4,196,2352,False,False,False,False,annual,False,0,1,Company_5,EdTech,IN,2023-10-12,ads,638,21.3,2024-05,46.0,15095.0,0.0
S-1f149a,A-5a3eb9,2024-08-18,,Pro,21,1029,12348,False,False,False,False,annual,True,0,1,Company_283,DevTools,CA,2023-08-20,other,529,17.6,2024-08,51.0,15548.0,2.0
S-e14e00,A-a7bd4b,2023-10-05,,Pro,6,294,3528,False,False,False,False,monthly,True,0,1,Company_363,Cybersecurity,US,2023-02-15,ads,847,28.2,2023-10,69.0,16430.0,5.0
S-7b3464,A-c16101,2024-09-17,,Enterprise,7,1393,16716,False,False,True,False,annual,False,0,1,Company_139,EdTech,IN,2024-09-06,other,499,16.6,2024-09,37.0,8515.0,3.0
S-ea3c2c,A-d792a6,2023-05-31,,Enterprise,9,1791,21492,False,False,False,False,monthly,True,0,1,Company_486,DevTools,US,2023-01-23,organic,974,32.5,2023-05,68.0,21004.0,7.0
S-d90f5e,A-bd4513,2024-12-15,2024-12-22,Basic,50,950,11400,False,False,False,True,annual,True,1,0,Company_205,DevTools,AU,2024-11-06,event,7,0.2,2024-12,62.0,22548.0,3.0
S-9cca23,A-3a5ad8,2024-12-20,,Enterprise,9,1791,21492,False,False,False,False,monthly,True,0,1,Company_94,HealthTech,US,2023-12-05,organic,405,13.5,2024-12,33.0,5759.0,1.0
S-b7d291,A-f6b2fb,2024-10-17,2024-12-17,Pro,23,1127,13524,False,False,False,True,annual,True,1,0,Company_418,DevTools,AU,2024-04-23,event,61,2.0,2024-10,56.0,15886.0,10.0
S-ae1278,A-2ebb4b,2024-07-02,2024-08-13,Pro,41,2009,24108,False,False,False,True,monthly,True,1,0,Company_334,HealthTech,US,2023-05-15,ads,42,1.4,2024-07,46.0,15996.0,1.0
S-a5d949,A-e19ff6,2024-08-11,,Enterprise,2,0,0,True,False,False,False,annual,False,0,1,Company_411,Cybersecurity,UK,2023-07-28,partner,536,17.9,2024-08,57.0,16470.0,7.0
S-cfa635,A-503d5a,2024-03-07,,Basic,50,950,11400,False,False,False,False,monthly,True,0,1,Company_99,FinTech,US,2023-10-21,other,693,23.1,2024-03,31.0,13089.0,0.0
S-001561,A-1b7577,2024-12-12,,Enterprise,6,1194,14328,False,False,False,False,annual,True,0,1,Company_39,Cybersecurity,US,2024-10-27,other,413,13.8,2024-12,48.0,21604.0,3.0
S-c5e371,A-956988,2024-12-15,,Pro,41,2009,24108,False,False,False,False,monthly,True,0,1,Company_14,EdTech,UK,2024-11-30,ads,410,13.7,2024-12,39.0,6349.0,4.0
S-539566,A-4e960a,2024-03-11,,Basic,12,228,2736,False,False,False,False,monthly,True,0,1,Company_277,FinTech,US,2024-01-17,other,689,23.0,2024-03,35.0,17344.0,2.0
S-36b46e,A-202b67,2024-03-27,,Pro,11,539,6468,False,False,False,False,monthly,True,0,1,Company_305,HealthTech,US,2024-03-22,organic,673,22.4,2024-03,43.0,15284.0,1.0
S-b94bce,A-f51f16,2024-04-06,,Enterprise,2,0,0,True,False,False,False,monthly,True,0,1,Company_282,HealthTech,US,2023-12-25,partner,663,22.1,2024-04,64.0,27455.0,4.0
S-f8357e,A-f17767,2023-11-01,,Basic,2,38,456,False,False,False,False,monthly,True,0,1,Company_123,DevTools,US,2023-01-30,event,820,27.3,2023-11,83.0,21238.0,5.0
S-1bdc35,A-bcf87c,2024-10-28,,Basic,10,190,2280,False,False,False,False,monthly,True,0,1,Company_288,FinTech,US,2024-06-27,event,458,15.3,2024-10,32.0,6531.0,2.0
S-56c529,A-856b1e,2023-12-17,,Pro,30,1470,17640,False,False,False,False,monthly,True,0,1,Company_161,FinTech,US,2023-10-31,partner,774,25.8,2023-12,12.0,5064.0,6.0
S-cdfe99,A-296d7c,2024-11-26,,Pro,6,294,3528,False,False,False,False,annual,True,0,1,Company_182,DevTools,DE,2023-11-08,other,429,14.3,2024-11,41.0,18982.0,2.0
S-e11518,A-3ce5b8,2023-12-15,,Pro,189,9261,111132,False,False,False,False,annual,True,0,1,Company_256,FinTech,IN,2023-09-07,ads,776,25.9,2023-12,31.0,11301.0,1.0
S-82a7dd,A-309e54,2024-12-20,,Basic,15,285,3420,False,False,False,False,monthly,True,0,1,Company_371,DevTools,US,2024-12-09,other,405,13.5,2024-12,26.0,6528.0,0.0
S-f110db,A-86902e,2024-06-22,,Enterprise,34,6766,81192,False,False,False,False,monthly,True,0,1,Company_169,HealthTech,IN,2023-05-02,other,586,19.5,2024-06,81.0,34612.0,1.0
S-651c01,A-bd4708,2024-08-28,,Basic,37,0,0,True,False,False,False,annual,True,0,1,Company_257,FinTech,US,2024-07-21,ads,519,17.3,2024-08,24.0,5470.0,1.0
S-531970,A-ff3c73,2024-09-17,,Basic,45,855,10260,False,False,False,False,annual,False,0,1,Company_244,HealthTech,AU,2023-01-26,other,499,16.6,2024-09,25.0,5425.0,1.0
S-93ce26,A-726cfa,2023-12-03,2024-07-27,Enterprise,11,0,0,True,False,False,True,monthly,True,1,0,Company_82,DevTools,US,2023-07-01,partner,237,7.9,2023-12,57.0,15852.0,2.0
S-b520e9,A-427b69,2024-09-15,,Enterprise,26,5174,62088,False,False,False,False,monthly,True,0,1,Company_453,FinTech,US,2024-08-23,other,501,16.7,2024-09,61.0,12225.0,3.0
S-ade2d5,A-bcbe98,2024-09-22,,Enterprise,46,0,0,True,False,False,False,monthly,False,0,1,Company_452,Cybersecurity,US,2024-07-29,other,494,16.5,2024-09,61.0,20645.0,8.0
S-767957,A-751c58,2024-08-28,,Enterprise,15,0,0,True,True,False,False,annual,True,0,1,Company_393,FinTech,UK,2024-07-18,organic,519,17.3,2024-08,45.0,19791.0,2.0
S-2c80ba,A-4ae22a,2024-11-26,,Basic,6,114,1368,False,False,False,False,annual,True,0,1,Company_229,EdTech,US,2024-05-09,other,429,14.3,2024-11,26.0,11130.0,1.0
S-cd0f21,A-b78bf8,2024-12-08,,Enterprise,49,9751,117012,False,True,True,False,annual,True,0,1,Company_148,DevTools,US,2024-11-15,event,417,13.9,2024-12,90.0,30603.0,6.0
S-18f498,A-684255,2024-10-29,,Basic,28,532,6384,False,False,False,False,monthly,False,0,1,Company_20,FinTech,US,2024-04-14,ads,457,15.2,2024-10,58.0,10302.0,7.0
S-d61475,A-89ee83,2024-12-20,,Basic,3,57,684,False,True,False,False,monthly,True,0,1,Company_312,Cybersecurity,US,2024-10-04,organic,405,13.5,2024-12,48.0,7466.0,1.0
S-66ffe0,A-625d0b,2024-11-21,,Pro,38,1862,22344,False,False,False,False,monthly,True,0,1,Company_290,EdTech,AU,2024-09-02,ads,434,14.5,2024-11,33.0,9289.0,8.0
S-fd790e,A-7920cc,2023-11-30,,Basic,39,0,0,True,False,False,False,annual,True,0,1,Company_412,Cybersecurity,FR,2023-11-23,ads,791,26.4,2023-11,36.0,7994.0,2.0
S-d1a6c6,A-443b7c,2024-12-26,2024-12-29,Basic,17,323,3876,False,False,False,True,monthly,False,1,0,Company_280,Cybersecurity,US,2024-09-06,other,3,0.1,2024-12,21.0,6987.0,0.0
S-6c1ca5,A-977ca0,2024-01-07,2024-06-06,Basic,6,114,1368,False,False,False,True,monthly,True,1,0,Company_232,HealthTech,IN,2023-02-20,partner,151,5.0,2024-01,24.0,5868.0,0.0
S-ea71b5,A-bad8c1,2023-12-12,,Enterprise,10,0,0,True,True,False,False,annual,True,0,1,Company_34,FinTech,AU,2023-03-01,organic,779,26.0,2023-12,82.0,20809.0,2.0
S-61c27e,A-158f4e,2023-06-02,,Basic,61,1159,13908,False,False,False,False,monthly,True,0,1,Company_180,FinTech,IN,2023-03-03,other,972,32.4,2023-06,69.0,18044.0,8.0
S-a7d34e,A-a7bd4b,2024-05-31,,Pro,51,2499,29988,False,False,False,False,annual,True,0,1,Company_363,Cybersecurity,US,2023-02-15,ads,608,20.3,2024-05,36.0,10115.0,7.0
S-0eba5a,A-fb186e,2024-12-22,,Enterprise,29,5771,69252,False,False,False,False,monthly,True,0,1,Company_131,EdTech,IN,2024-10-27,organic,403,13.4,2024-12,18.0,7469.0,1.0
S-1d661c,A-9c18c4,2023-11-30,,Enterprise,12,2388,28656,False,True,False,False,annual,True,0,1,Company_481,HealthTech,US,2023-07-27,ads,791,26.4,2023-11,38.0,14776.0,3.0
S-6a56f1,A-684255,2024-10-17,,Pro,12,588,7056,False,False,False,False,annual,False,0,1,Company_20,FinTech,US,2024-04-14,ads,469,15.6,2024-10,24.0,10346.0,0.0
S-ff4a47,A-f03140,2024-10-04,,Enterprise,27,5373,64476,False,True,False,False,monthly,True,0,1,Company_209,DevTools,IN,2023-11-22,event,482,16.1,2024-10,58.0,19438.0,1.0
S-9e74ba,A-b48f73,2024-12-06,,Enterprise,80,0,0,True,False,False,False,annual,True,0,1,Company_225,EdTech,AU,2024-11-13,event,419,14.0,2024-12,68.0,21141.0,0.0
S-d53c0a,A-8e47ca,2024-03-28,,Enterprise,19,3781,45372,False,True,False,False,annual,False,0,1,Company_191,HealthTech,US,2024-02-15,organic,672,22.4,2024-03,52.0,19493.0,1.0
S-22cbb3,A-92a3af,2024-10-30,,Pro,77,3773,45276,False,False,True,False,monthly,False,0,1,Company_259,Cybersecurity,IN,2024-07-07,organic,456,15.2,2024-10,50.0,14850.0,2.0
S-5313fa,A-e40f45,2024-05-17,,Enterprise,21,4179,50148,False,False,False,False,monthly,True,0,1,Company_317,HealthTech,US,2024-04-18,organic,622,20.7,2024-05,45.0,14111.0,4.0
S-d8fa45,A-5a215a,2024-10-18,,Basic,87,1653,19836,False,False,False,False,monthly,True,0,1,Company_358,EdTech,FR,2024-01-05,other,468,15.6,2024-10,41.0,18242.0,2.0
S-24d19a,A-34ea2f,2024-09-10,,Pro,8,392,4704,False,False,False,False,annual,False,0,1,Company_436,HealthTech,US,2024-08-15,organic,506,16.9,2024-09,37.0,7024.0,0.0
S-c87391,A-fe79a5,2024-12-08,,Pro,9,0,0,True,False,False,False,monthly,True,0,1,Company_81,HealthTech,IN,2024-02-21,ads,417,13.9,2024-12,27.0,7515.0,2.0
S-a9952f,A-0aaf6e,2024-08-18,,Pro,11,0,0,True,False,False,False,monthly,True,0,1,Company_114,FinTech,US,2024-05-11,organic,529,17.6,2024-08,62.0,19626.0,3.0
S-3867d6,A-e60f9d,2024-12-23,,Pro,29,0,0,True,False,False,False,annual,True,0,1,Company_178,FinTech,US,2024-08-26,other,402,13.4,2024-12,12.0,2616.0,0.0
S-60cb51,A-4c38bc,2024-04-21,2024-10-25,Basic,36,684,8208,False,False,False,True,monthly,False,1,0,Company_55,HealthTech,UK,2024-03-09,event,187,6.2,2024-04,33.0,8865.0,1.0
S-8ba974,A-cc98bc,2024-07-03,2024-08-23,Pro,32,1568,18816,False,False,False,True,annual,True,1,0,Company_469,DevTools,US,2023-05-24,ads,51,1.7,2024-07,40.0,10788.0,1.0
S-f7e37f,A-794a0b,2023-08-07,,Pro,23,0,0,True,False,False,False,annual,True,0,1,Company_168,HealthTech,DE,2023-06-02,organic,906,30.2,2023-08,12.0,1680.0,0.0
S-ff1b11,A-dcc2f0,2024-11-30,,Basic,32,608,7296,False,False,False,False,annual,False,0,1,Company_309,FinTech,UK,2023-07-22,organic,425,14.2,2024-11,62.0,18274.0,2.0
S-f6e116,A-4d1e75,2024-10-31,,Pro,20,980,11760,False,False,True,False,monthly,True,0,1,Company_58,DevTools,US,2024-08-21,other,455,15.2,2024-10,28.0,7914.0,0.0
S-ed7a72,A-533452,2024-11-21,,Pro,25,1225,14700,False,False,False,False,monthly,True,0,1,Company_279,DevTools,AU,2024-11-12,organic,434,14.5,2024-11,38.0,15813.0,1.0
S-27e42e,A-600734,2024-03-02,,Pro,29,1421,17052,False,False,False,False,monthly,True,0,1,Company_327,DevTools,US,2023-11-14,organic,698,23.3,2024-03,100.0,22174.0,6.0
S-bd3e24,A-ffc04f,2024-12-21,2024-12-21,Pro,13,637,7644,False,False,False,True,annual,True,1,0,Company_307,EdTech,US,2024-06-06,ads,0,0.0,2024-12,39.0,12229.0,1.0
S-9e64bd,A-c7e58b,2024-09-07,,Pro,16,0,0,True,False,False,False,monthly,True,0,1,Company_404,HealthTech,IN,2023-06-25,other,509,17.0,2024-09,36.0,14967.0,4.0
S-ad5d94,A-35083d,2023-11-30,,Basic,19,0,0,True,False,False,False,annual,False,0,1,Company_27,HealthTech,IN,2023-04-28,partner,791,26.4,2023-11,64.0,17524.0,4.0
